policy_number,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,has_umbrella_coverage,total_premiums_paid,Contract Years,insured_sex,insured_education_level,insured_occupation,insured_hobbies,hobby_risk_level,insured_relationship,months_as_customer,customer_category,capital-gains,capital-loss,insured_zip,age_category,incident_date,days_until_incident,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,incident_time_of_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,authorities_contacted,total_claim_amount,injury_claim,property_claim,vehicle_claim,per_person_limit,per_event_limit,auto_make,auto_model,auto_year,fraud_reported_mapped,fraud_reported
254837,42.0,2004-11-25,Indiana,100/300,500.0,1055.6,0,False,21991.67,21,MALE,High School,exec-managerial,paintball,High Risk,husband,250,Long-Term Client,69500.0,-40700,457962,Middle Aged,2015-01-03,3691,Single Vehicle Collision,Rear Collision,Major Damage,SC,Columbus,8493 Apache Drive,16,Afternoon,1,Unknown,1,1,Unknown,Other,74800.0,13600.0,6800.0,54400,100,300,Ford,Fusion,2009,1,Y
634499,41.0,2000-08-26,Illinois,250/500,1000.0,999.43,0,False,23819.75,24,MALE,College,prof-specialty,paintball,High Risk,wife,286,Long-Term Client,25800.0,0,477947,Middle Aged,2015-01-01,5241,Vehicle Theft,Unknown,Trivial Damage,WV,Northbend,2878 Britain Hwy,3,Late Night,1,YES,2,0,Unknown,Police,4100.0,820.0,410.0,2870,250,500,Chevrolet,Malibu,2009,0,N
574707,47.0,2005-08-23,Indiana,250/500,2000.0,1155.97,0,False,34293.78,30,MALE,High School,prof-specialty,camping,Low Risk,husband,356,Long-Term Client,0.0,0,431104,Middle Aged,2015-02-23,3471,Single Vehicle Collision,Side Collision,Minor Damage,SC,Columbus,2862 Tree Ridge,5,Late Night,1,YES,0,3,Unknown,Other,61490.0,5590.0,11180.0,44720,250,500,Dodge,RAM,2009,0,N
476839,29.0,1990-08-09,Illinois,250/500,1000.0,1726.91,0,False,9354.1,5,MALE,High School,other-service,basketball,Medium Risk,own-child,65,Established Client,0.0,0,456570,Young Adult,2015-01-28,8938,Vehicle Theft,Unknown,Trivial Damage,VA,Hillsdale,4453 Best Ave,14,Afternoon,1,Unknown,0,0,Unknown,None,7200.0,720.0,1440.0,5040,250,500,Audi,A5,1999,0,N
149601,34.0,2003-03-28,Indiana,500/1000,500.0,1232.57,0,False,19207.55,16,FEMALE,PhD,machine-op-inspct,polo,Medium Risk,not-in-family,187,Long-Term Client,59500.0,0,612986,Middle Aged,2015-02-22,4349,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Arlington,5191 4th St,7,Morning,3,Unknown,0,0,Unknown,Fire,45100.0,8200.0,4100.0,32800,500,1000,Nissan,Pathfinder,2011,0,N
630683,53.0,2007-10-23,Ohio,250/500,500.0,1078.65,0,False,34696.58,32,MALE,JD,craft-repair,camping,Low Risk,not-in-family,386,Long-Term Client,36800.0,0,615730,Middle Aged,2015-01-03,2629,Single Vehicle Collision,Front Collision,Minor Damage,WV,Northbend,1364 Best St,16,Afternoon,1,Unknown,2,3,YES,Police,66660.0,12120.0,6060.0,48480,250,500,Honda,Civic,2006,0,N
500639,41.0,1996-06-27,Ohio,500/1000,1000.0,1324.78,0,False,21748.47,16,FEMALE,PhD,prof-specialty,basketball,Medium Risk,not-in-family,197,Long-Term Client,0.0,-64500,478640,Middle Aged,2015-01-10,6771,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,8946 2nd Drive,6,Morning,1,NO,2,2,YES,Police,76400.0,15280.0,7640.0,53480,500,1000,Volkswagen,Jetta,1997,1,Y
352120,37.0,1994-12-11,Indiana,250/500,500.0,1518.54,0,False,21006.47,14,FEMALE,MD,craft-repair,kayaking,Medium Risk,not-in-family,166,Long-Term Client,0.0,0,470510,Middle Aged,2015-01-25,7350,Single Vehicle Collision,Rear Collision,Total Loss,PA,Riverwood,3726 MLK Hwy,10,Morning,1,YES,1,1,NO,Ambulance,58300.0,10600.0,10600.0,37100,250,500,Ford,F150,2001,0,N
569245,49.0,1995-12-05,Illinois,100/300,2000.0,1239.06,0,False,30253.72,24,FEMALE,JD,transport-moving,skydiving,High Risk,husband,293,Long-Term Client,34900.0,0,439360,Middle Aged,2015-01-10,6976,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,2820 Britain St,19,Evening,1,Unknown,1,1,Unknown,Police,57310.0,5210.0,10420.0,41680,100,300,Volkswagen,Passat,2002,0,N
907012,32.0,1996-12-15,Ohio,500/1000,2000.0,1246.68,0,False,18596.31,15,FEMALE,PhD,priv-house-serv,movies,Low Risk,own-child,179,Long-Term Client,0.0,0,440251,Middle Aged,2015-01-28,6618,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,2646 MLK Drive,10,Morning,1,Unknown,0,1,Unknown,Fire,53100.0,5900.0,5900.0,41300,500,1000,Suburu,Impreza,2006,0,N
700074,24.0,2011-06-06,Ohio,250/500,1000.0,1622.67,0,False,10276.91,6,FEMALE,MD,priv-house-serv,paintball,High Risk,husband,76,Established Client,0.0,0,600313,Young Adult,2015-02-18,1353,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,6256 Elm St,6,Morning,3,NO,1,1,Unknown,Ambulance,74700.0,14940.0,7470.0,52290,250,500,Suburu,Forrestor,1997,0,N
866805,28.0,1995-12-13,Ohio,250/500,500.0,1082.36,0,False,9470.65,9,FEMALE,Associate,prof-specialty,golf,Low Risk,own-child,105,Established Client,0.0,0,452216,Young Adult,2015-01-24,6982,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Riverwood,9724 Maple St,12,Afternoon,3,NO,2,2,NO,Fire,60500.0,12100.0,6050.0,42350,250,500,Audi,A5,1995,0,N
951863,26.0,1997-10-28,Ohio,250/500,1000.0,1270.55,0,False,10270.28,8,MALE,Masters,protective-serv,chess,Low Risk,unmarried,97,Established Client,0.0,-72100,478532,Young Adult,2015-01-20,6293,Multi-vehicle Collision,Side Collision,Total Loss,NC,Riverwood,7397 4th Drive,10,Morning,3,YES,2,3,NO,Other,84920.0,7720.0,15440.0,61760,250,500,Jeep,Wrangler,2006,1,Y
211578,36.0,1996-01-04,Illinois,500/1000,1000.0,1236.32,5000000,True,15247.95,12,FEMALE,MD,adm-clerical,hiking,Low Risk,own-child,148,Established Client,55100.0,0,616929,Middle Aged,2015-01-10,6946,Single Vehicle Collision,Side Collision,Total Loss,PA,Northbrook,3488 Flute Lane,0,Late Night,1,NO,2,0,NO,Police,61050.0,5550.0,11100.0,44400,500,1000,Dodge,Neon,2009,0,N
357394,26.0,2008-05-09,Illinois,250/500,2000.0,785.82,0,False,5042.34,6,MALE,JD,exec-managerial,movies,Low Risk,other-relative,77,Established Client,49700.0,0,620207,Young Adult,2015-01-07,2434,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,9082 3rd Lane,12,Afternoon,3,YES,2,0,Unknown,Police,69080.0,12560.0,6280.0,50240,250,500,Audi,A5,2009,1,Y
863749,46.0,2009-12-05,Indiana,250/500,500.0,1265.84,0,False,31118.57,25,FEMALE,JD,prof-specialty,paintball,High Risk,own-child,295,Long-Term Client,52200.0,-44500,605743,Middle Aged,2015-01-16,1868,Vehicle Theft,Unknown,Minor Damage,VA,Arlington,1941 5th Ridge,10,Morning,1,YES,1,3,YES,None,4560.0,760.0,380.0,3420,250,500,Nissan,Pathfinder,2007,0,N
596914,28.0,1992-01-05,Indiana,250/500,500.0,1508.9,0,False,15843.45,10,FEMALE,JD,machine-op-inspct,skydiving,High Risk,other-relative,126,Established Client,0.0,0,472814,Young Adult,2015-01-01,8397,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,5333 MLK Lane,3,Late Night,4,NO,0,1,Unknown,Police,67800.0,11300.0,11300.0,45200,250,500,Ford,F150,2011,0,N
684653,32.0,1997-11-15,Ohio,250/500,2000.0,1106.84,0,False,12175.24,11,MALE,PhD,other-service,reading,Low Risk,wife,132,Established Client,43100.0,-31900,464362,Middle Aged,2015-01-07,6262,Vehicle Theft,Unknown,Minor Damage,SC,Riverwood,4577 Sky Hwy,21,Evening,1,YES,1,1,YES,Police,5600.0,1120.0,560.0,3920,250,500,Suburu,Legacy,2005,0,N
528259,55.0,2012-12-22,Indiana,500/1000,2000.0,1389.13,7000000,True,42831.51,31,MALE,JD,other-service,basketball,Medium Risk,wife,370,Long-Term Client,0.0,-53200,456203,Middle Aged,2015-02-17,787,Vehicle Theft,Unknown,Minor Damage,NC,Northbrook,4814 Lincoln Lane,6,Morning,1,Unknown,0,2,Unknown,None,9000.0,900.0,1800.0,6300,500,1000,Mercedes,ML350,2015,0,N
797636,43.0,1992-05-19,Indiana,100/300,1000.0,974.84,0,False,20877.82,21,FEMALE,JD,transport-moving,kayaking,Medium Risk,other-relative,257,Long-Term Client,52100.0,0,468984,Middle Aged,2015-02-26,8318,Single Vehicle Collision,Rear Collision,Total Loss,VA,Northbend,2381 1st Hwy,0,Late Night,1,NO,0,1,YES,Police,85320.0,21330.0,7110.0,56880,100,300,Nissan,Pathfinder,2006,0,N
326180,24.0,2002-05-25,Illinois,100/300,2000.0,1304.46,0,False,978.34,1,FEMALE,PhD,machine-op-inspct,golf,Low Risk,other-relative,9,New Client,51700.0,-33300,473349,Young Adult,2015-01-31,4634,Vehicle Theft,Unknown,Trivial Damage,NC,Arlington,6939 3rd Hwy,6,Morning,1,NO,0,3,YES,None,5940.0,540.0,1080.0,4320,100,300,Audi,A5,2001,1,Y
620075,34.0,2010-04-21,Ohio,250/500,500.0,1257.36,0,False,19384.3,15,FEMALE,PhD,armed-forces,movies,Low Risk,husband,185,Long-Term Client,0.0,0,474771,Middle Aged,2015-02-27,1773,Multi-vehicle Collision,Side Collision,Major Damage,SC,Arlington,5269 Flute Hwy,20,Evening,3,YES,1,1,Unknown,Fire,51370.0,9340.0,4670.0,37360,250,500,BMW,M5,2000,1,Y
965187,43.0,1990-03-26,Ohio,250/500,500.0,1257.04,0,False,24512.28,20,MALE,Associate,protective-serv,reading,Low Risk,own-child,234,Long-Term Client,0.0,-48800,448294,Middle Aged,2015-03-01,9106,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,7197 2nd Drive,4,Late Night,1,NO,2,2,YES,Police,51600.0,10320.0,5160.0,36120,250,500,Dodge,Neon,2011,0,N
516182,44.0,2007-05-12,Ohio,100/300,2000.0,719.52,0,False,15169.88,21,FEMALE,High School,farming-fishing,golf,Low Risk,own-child,253,Long-Term Client,45800.0,0,606606,Middle Aged,2015-02-13,2834,Parked Car,Unknown,Trivial Damage,SC,Arlington,1741 Best Ridge,9,Morning,1,NO,0,3,Unknown,None,5400.0,600.0,600.0,4200,100,300,Chevrolet,Malibu,1998,0,N
728839,39.0,2001-01-02,Ohio,500/1000,2000.0,1524.18,0,False,29594.5,19,MALE,JD,craft-repair,reading,Low Risk,unmarried,233,Long-Term Client,0.0,0,605220,Middle Aged,2015-01-08,5119,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,9148 4th Hwy,20,Evening,3,Unknown,1,0,YES,Fire,48870.0,5430.0,5430.0,38010,500,1000,Saab,95,1999,0,N
771509,44.0,2006-08-10,Indiana,500/1000,500.0,1395.58,0,False,31865.74,23,FEMALE,JD,tech-support,reading,Low Risk,husband,274,Long-Term Client,0.0,0,466612,Middle Aged,2015-02-05,3101,Vehicle Theft,Unknown,Minor Damage,WV,Springfield,4279 Solo Drive,7,Morning,1,NO,2,1,Unknown,Police,5590.0,860.0,860.0,3870,500,1000,BMW,X5,2000,0,N
264221,48.0,2014-07-28,Illinois,500/1000,1000.0,1243.68,0,False,30781.08,25,MALE,Masters,protective-serv,camping,Low Risk,wife,297,Long-Term Client,0.0,-71400,463331,Middle Aged,2015-02-20,207,Multi-vehicle Collision,Front Collision,Major Damage,NY,Springfield,9177 Texas Ave,18,Evening,3,Unknown,0,2,Unknown,Other,54960.0,6870.0,0.0,48090,500,1000,Toyota,Corolla,2002,1,Y
602704,47.0,2011-09-27,Ohio,500/1000,1000.0,1189.04,0,False,27050.66,23,FEMALE,Associate,prof-specialty,video-games,Low Risk,own-child,273,Long-Term Client,59600.0,0,457843,Middle Aged,2015-01-24,1215,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,5969 Francis St,0,Late Night,3,NO,1,3,Unknown,Police,39800.0,7960.0,3980.0,27860,500,1000,Jeep,Wrangler,2014,0,N
672416,37.0,2013-04-20,Indiana,500/1000,2000.0,1375.29,0,False,16847.3,12,FEMALE,Masters,armed-forces,chess,Low Risk,own-child,147,Established Client,0.0,0,609226,Middle Aged,2015-01-31,651,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,9942 Tree Ave,11,Morning,3,Unknown,0,1,Unknown,Ambulance,56160.0,6240.0,6240.0,43680,500,1000,Ford,Fusion,2015,1,Y
545506,42.0,1991-03-20,Indiana,100/300,500.0,1389.13,0,False,32991.84,24,MALE,Associate,priv-house-serv,golf,Low Risk,not-in-family,285,Long-Term Client,63100.0,-79400,452942,Middle Aged,2015-01-23,8710,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,5474 Weaver Hwy,13,Afternoon,1,NO,0,3,Unknown,Fire,52700.0,5270.0,10540.0,36890,100,300,Toyota,Corolla,2005,0,N
777533,43.0,2002-12-21,Ohio,500/1000,1000.0,1387.51,0,False,33415.87,24,FEMALE,Associate,sales,base-jumping,High Risk,not-in-family,289,Long-Term Client,0.0,0,609390,Middle Aged,2015-01-11,4404,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,1102 Apache Hwy,19,Evening,3,YES,1,3,Unknown,Fire,68580.0,7620.0,7620.0,53340,500,1000,Jeep,Wrangler,2010,0,N
953334,60.0,2005-12-03,Indiana,100/300,1000.0,1178.61,7000000,True,41938.87,36,MALE,MD,craft-repair,board-games,Low Risk,own-child,427,Long-Term Client,0.0,-54400,446608,Elderly,2015-02-20,3366,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,9214 Texas Drive,23,Evening,1,YES,1,2,YES,Ambulance,90860.0,12980.0,19470.0,58410,100,300,Volkswagen,Jetta,2004,1,Y
369781,53.0,2011-05-25,Illinois,250/500,2000.0,1166.62,6000000,True,36942.97,32,MALE,Associate,priv-house-serv,bungie-jumping,High Risk,wife,380,Long-Term Client,0.0,0,602500,Middle Aged,2015-02-24,1371,Parked Car,Unknown,Trivial Damage,NC,Northbend,8991 Texas Hwy,23,Evening,1,NO,0,3,NO,Police,5700.0,570.0,570.0,4560,250,500,Saab,93,2001,0,N
990998,21.0,2006-10-18,Indiana,100/300,1000.0,1556.31,0,False,1686.0,1,MALE,Associate,prof-specialty,golf,Low Risk,not-in-family,13,New Client,0.0,-75000,463809,Young Adult,2015-01-19,3015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Hillsdale,9580 MLK Ave,19,Evening,3,YES,2,0,YES,Police,94930.0,8630.0,8630.0,77670,100,300,Accura,RSX,2014,0,N
982678,43.0,2006-07-19,Ohio,250/500,500.0,1452.27,0,False,34128.34,24,MALE,MD,farming-fishing,video-games,Low Risk,not-in-family,282,Long-Term Client,75800.0,0,611996,Middle Aged,2015-01-08,3095,Single Vehicle Collision,Side Collision,Major Damage,SC,Northbend,5868 Best Drive,19,Evening,1,NO,1,2,NO,Ambulance,46800.0,4680.0,9360.0,32760,250,500,Audi,A5,2007,1,Y
646069,47.0,2002-06-08,Ohio,500/1000,1000.0,1212.07,0,False,31513.82,26,FEMALE,MD,exec-managerial,polo,Medium Risk,wife,312,Long-Term Client,66900.0,-51800,459298,Middle Aged,2015-03-01,4649,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,5318 5th Ave,17,Afternoon,3,NO,2,3,NO,Fire,56320.0,7040.0,7040.0,42240,500,1000,Mercedes,ML350,2000,0,N
331683,46.0,2009-02-12,Ohio,100/300,2000.0,1578.54,0,False,34990.97,22,MALE,Associate,handlers-cleaners,chess,Low Risk,husband,266,Long-Term Client,0.0,-41400,468158,Middle Aged,2015-01-21,2169,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,7502 Rock Lane,18,Evening,1,NO,1,3,YES,Fire,83490.0,7590.0,15180.0,60720,100,300,Nissan,Pathfinder,1996,0,N
364055,36.0,2001-05-14,Indiana,500/1000,500.0,1488.26,0,False,3720.65,2,FEMALE,College,machine-op-inspct,golf,Low Risk,wife,30,Established Client,0.0,-63500,440831,Middle Aged,2015-02-28,5038,Multi-vehicle Collision,Side Collision,Total Loss,WV,Northbrook,4627 Elm Ridge,17,Afternoon,3,NO,2,2,Unknown,Police,57900.0,5790.0,5790.0,46320,500,1000,Saab,95,2008,0,N
521854,36.0,2001-02-16,Indiana,250/500,1000.0,1096.39,0,False,18090.44,16,MALE,High School,armed-forces,kayaking,Medium Risk,own-child,198,Long-Term Client,0.0,0,603848,Middle Aged,2015-01-26,5092,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,5584 Britain Lane,11,Morning,3,Unknown,1,3,YES,Fire,49410.0,5490.0,5490.0,38430,250,500,Audi,A3,2015,0,N
737252,45.0,1993-11-18,Ohio,500/1000,2000.0,1215.36,0,False,29371.2,24,MALE,Associate,tech-support,reading,Low Risk,own-child,290,Long-Term Client,54400.0,0,617739,Middle Aged,2015-01-31,7744,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbend,7002 Oak Hwy,22,Evening,3,Unknown,0,1,NO,Fire,66200.0,6620.0,6620.0,52960,500,1000,Suburu,Impreza,2012,0,N
344480,46.0,1990-02-18,Ohio,100/300,2000.0,1482.57,0,False,32122.35,22,MALE,MD,priv-house-serv,reading,Low Risk,husband,260,Long-Term Client,35000.0,0,607133,Middle Aged,2015-02-20,9133,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,4780 Best Drive,7,Morning,1,NO,0,1,NO,Fire,64080.0,10680.0,10680.0,42720,100,300,Toyota,Camry,2005,0,N
898519,43.0,2000-05-21,Ohio,250/500,1000.0,954.18,0,False,18527.0,19,FEMALE,College,tech-support,dancing,Medium Risk,other-relative,233,Long-Term Client,0.0,0,437470,Middle Aged,2015-02-17,5385,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,8995 1st Ave,17,Afternoon,3,Unknown,2,3,YES,Other,42500.0,8500.0,4250.0,29750,250,500,Nissan,Pathfinder,2000,0,N
957816,30.0,2012-08-26,Illinois,500/1000,2000.0,1193.4,0,False,12928.5,11,MALE,PhD,exec-managerial,bungie-jumping,High Risk,own-child,130,Established Client,0.0,-40800,461372,Young Adult,2015-02-02,890,Multi-vehicle Collision,Side Collision,Total Loss,SC,Columbus,5586 2nd St,16,Afternoon,3,NO,2,3,Unknown,Other,48950.0,8900.0,4450.0,35600,500,1000,Suburu,Legacy,2005,0,N
175960,42.0,2004-11-16,Indiana,100/300,1000.0,1023.11,0,False,19609.61,19,FEMALE,MD,adm-clerical,golf,Low Risk,own-child,230,Long-Term Client,0.0,-45300,476130,Middle Aged,2015-02-06,3734,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,1589 Best Ave,13,Afternoon,3,NO,1,2,YES,Other,58850.0,10700.0,10700.0,37450,100,300,Accura,MDX,1999,0,N
489618,40.0,2003-01-23,Illinois,500/1000,1000.0,1524.45,0,False,26931.95,18,FEMALE,Masters,other-service,golf,Low Risk,husband,212,Long-Term Client,73200.0,0,452438,Middle Aged,2015-02-11,4402,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Northbrook,1880 Weaver Drive,17,Afternoon,3,YES,0,2,YES,Other,82400.0,8240.0,8240.0,65920,500,1000,Nissan,Pathfinder,2006,0,N
717044,44.0,2008-11-07,Ohio,500/1000,1000.0,1653.32,0,False,41195.22,25,FEMALE,College,other-service,bungie-jumping,High Risk,other-relative,299,Long-Term Client,0.0,-48800,460517,Middle Aged,2015-01-25,2270,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,7295 Tree Hwy,3,Late Night,1,YES,2,0,Unknown,Ambulance,54240.0,6780.0,6780.0,40680,500,1000,Suburu,Impreza,2009,0,N
101421,26.0,1999-10-19,Illinois,250/500,1000.0,1022.46,0,False,7753.66,8,FEMALE,Associate,armed-forces,video-games,Low Risk,other-relative,91,Established Client,52700.0,0,444896,Young Adult,2015-02-23,5606,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Arlington,8832 Pine Drive,15,Afternoon,3,Unknown,0,2,Unknown,Other,74200.0,7420.0,7420.0,59360,250,500,Jeep,Wrangler,1996,0,N
793948,53.0,1990-12-20,Illinois,100/300,2000.0,1396.43,0,False,46314.93,33,FEMALE,Associate,priv-house-serv,base-jumping,High Risk,unmarried,398,Long-Term Client,21500.0,0,448722,Middle Aged,2015-01-29,8806,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,1620 Oak Ave,16,Afternoon,1,YES,2,1,Unknown,Fire,47430.0,5270.0,5270.0,36890,100,300,Toyota,Camry,2000,0,N
737483,43.0,1996-02-14,Illinois,250/500,500.0,1521.55,0,False,27641.49,18,FEMALE,Associate,priv-house-serv,polo,Medium Risk,other-relative,218,Long-Term Client,61100.0,-64500,477856,Middle Aged,2015-01-02,6897,Single Vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,3847 Elm Hwy,18,Evening,1,Unknown,1,3,YES,Fire,68200.0,13640.0,6820.0,47740,250,500,Dodge,RAM,2003,1,Y
695117,33.0,2001-06-10,Indiana,100/300,1000.0,1034.27,0,False,13100.75,13,FEMALE,JD,armed-forces,exercise,Medium Risk,husband,152,Long-Term Client,0.0,0,617721,Middle Aged,2015-02-06,4989,Single Vehicle Collision,Front Collision,Minor Damage,NY,Hillsdale,3177 MLK Ridge,18,Evening,1,NO,1,0,NO,Fire,63900.0,7100.0,7100.0,49700,100,300,Accura,TL,2014,0,N
167466,39.0,2010-03-17,Ohio,100/300,1000.0,1255.35,0,False,22177.85,18,FEMALE,JD,protective-serv,skydiving,High Risk,not-in-family,212,Long-Term Client,60300.0,-58900,454176,Middle Aged,2015-02-14,1795,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,3929 Oak Drive,22,Evening,2,NO,0,3,YES,Ambulance,59300.0,11860.0,5930.0,41510,100,300,Dodge,RAM,2008,0,N
664732,44.0,2003-07-30,Illinois,500/1000,2000.0,1396.89,6000000,True,28170.62,20,FEMALE,College,priv-house-serv,chess,Low Risk,other-relative,242,Long-Term Client,0.0,-61600,618127,Middle Aged,2015-02-04,4207,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Springfield,1469 Lincoln Drive,15,Afternoon,3,NO,1,2,YES,Other,66900.0,6690.0,13380.0,46830,500,1000,Suburu,Forrestor,1999,1,Y
143038,27.0,2014-09-17,Ohio,500/1000,500.0,795.31,0,False,5302.07,7,MALE,JD,farming-fishing,skydiving,High Risk,husband,80,Established Client,0.0,-51000,441923,Young Adult,2015-02-12,148,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,9719 4th Lane,16,Afternoon,3,YES,1,3,Unknown,Police,40810.0,3710.0,7420.0,29680,500,1000,Ford,F150,2000,1,Y
979963,43.0,2009-06-03,Indiana,100/300,500.0,982.22,0,False,21281.43,22,FEMALE,JD,exec-managerial,skydiving,High Risk,not-in-family,260,Long-Term Client,54500.0,-72100,604279,Middle Aged,2015-02-12,2080,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,3196 Cherokee St,18,Evening,1,Unknown,1,0,Unknown,Fire,75400.0,15080.0,7540.0,52780,100,300,Honda,CRV,2011,0,N
467841,34.0,1994-10-11,Indiana,500/1000,500.0,1074.07,0,False,11904.28,11,FEMALE,JD,prof-specialty,bungie-jumping,High Risk,husband,133,Established Client,70900.0,-61100,440833,Middle Aged,2015-01-28,7414,Parked Car,Unknown,Minor Damage,WV,Northbend,8492 Andromedia Ridge,8,Morning,1,NO,2,0,YES,None,4200.0,420.0,840.0,2940,500,1000,Jeep,Wrangler,2013,0,N
219028,45.0,1991-07-18,Ohio,100/300,1000.0,1311.3,0,False,31689.75,24,FEMALE,Associate,machine-op-inspct,chess,Low Risk,wife,290,Long-Term Client,38500.0,0,451550,Middle Aged,2015-01-10,8577,Multi-vehicle Collision,Side Collision,Major Damage,NY,Hillsdale,1353 Washington St,23,Evening,3,YES,0,0,YES,Ambulance,52650.0,5850.0,5850.0,40950,100,300,Ford,F150,2001,1,Y
130156,49.0,2001-09-24,Illinois,250/500,2000.0,1277.12,0,False,34269.39,27,FEMALE,PhD,armed-forces,kayaking,Medium Risk,own-child,322,Long-Term Client,0.0,-46000,431853,Middle Aged,2015-01-19,4865,Single Vehicle Collision,Rear Collision,Major Damage,WV,Hillsdale,6731 Andromedia Hwy,18,Evening,1,Unknown,0,2,YES,Ambulance,42240.0,7680.0,7680.0,26880,250,500,Chevrolet,Malibu,2007,0,N
762951,39.0,2012-09-19,Indiana,500/1000,500.0,1388.62,0,False,26383.78,19,FEMALE,JD,sales,reading,Low Risk,husband,228,Long-Term Client,35200.0,0,614274,Middle Aged,2015-01-19,852,Single Vehicle Collision,Side Collision,Minor Damage,NC,Riverwood,5769 Texas Lane,10,Morning,1,YES,1,0,YES,Other,59490.0,6610.0,6610.0,46270,500,1000,Mercedes,ML350,1995,0,N
376879,37.0,1991-07-11,Illinois,100/300,1000.0,1406.52,8000000,True,22855.95,16,MALE,MD,tech-support,base-jumping,High Risk,unmarried,195,Long-Term Client,0.0,0,619148,Middle Aged,2015-01-28,8602,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,2849 Pine Drive,12,Afternoon,1,NO,0,2,NO,Ambulance,44200.0,4420.0,4420.0,35360,100,300,Jeep,Wrangler,2002,1,Y
599031,39.0,1991-10-29,Indiana,100/300,500.0,1558.29,0,False,32074.8,21,FEMALE,Masters,protective-serv,reading,Low Risk,unmarried,247,Long-Term Client,0.0,-49300,456781,Middle Aged,2015-02-16,8511,Vehicle Theft,Unknown,Trivial Damage,WV,Springfield,2577 Texas Ridge,5,Late Night,1,YES,1,2,Unknown,Police,7700.0,770.0,1540.0,5390,100,300,Saab,93,2000,0,N
